0  0.000000e+00 
1  4.851902e-03 
2  4.892226e-03 
3  4.873841e-03 
4  4.996398e-03 
5  4.952580e-03 
6  5.071150e-03 
7  4.939761e-03 
8  4.878404e-03 
9  5.045841e-03 
10  4.920240e-03 
11  5.022106e-03 
12  4.992646e-03 
13  4.943803e-03 
14  4.822656e-03 
15  4.912740e-03 
16  4.956256e-03 
17  4.917438e-03 
18  4.903699e-03 
19  5.026689e-03 
20  4.920533e-03 
21  4.922257e-03 
22  4.972612e-03 
23  4.961618e-03 
24  4.894882e-03 
25  4.938864e-03 
26  5.015362e-03 
27  4.921297e-03 
28  4.877237e-03 
29  4.932416e-03 
30  4.964036e-03 
31  4.999447e-03 
32  4.922771e-03 
33  5.027140e-03 
34  4.877368e-03 
35  4.930865e-03 
36  4.922921e-03 
37  4.897555e-03 
38  4.952039e-03 
39  4.948397e-03 
40  4.964448e-03 
41  4.897521e-03 
42  5.048172e-03 
43  4.927565e-03 
44  4.928146e-03 
45  4.909019e-03 
46  4.947796e-03 
47  4.965130e-03 
48  4.896060e-03 
49  4.944047e-03 
50  4.899082e-03 
51  5.058880e-03 
52  4.969154e-03 
53  4.952104e-03 
54  4.893376e-03 
55  4.895937e-03 
56  5.026702e-03 
57  4.958209e-03 
58  5.002965e-03 
59  4.906460e-03 
60  4.975468e-03 
61  4.827495e-03 
62  5.012576e-03 
63  4.905643e-03 
64  5.021924e-03 
65  4.832002e-03 
66  4.959703e-03 
67  4.984479e-03 
68  4.908998e-03 
69  5.043961e-03 
70  4.905633e-03 
71  4.975828e-03 
72  4.940458e-03 
73  4.853838e-03 
74  4.991557e-03 
75  4.967446e-03 
76  4.939028e-03 
77  4.874807e-03 
78  4.842111e-03 
79  4.885616e-03 
80  4.965068e-03 
81  4.965985e-03 
82  4.925486e-03 
83  4.963011e-03 
84  4.885109e-03 
85  4.975764e-03 
86  4.967726e-03 
87  4.946641e-03 
88  4.996049e-03 
89  4.785330e-03 
90  4.998525e-03 
91  4.904143e-03 
92  4.967842e-03 
93  4.947607e-03 
94  4.941379e-03 
95  4.851938e-03 
96  4.955653e-03 
97  4.957699e-03 
98  4.921477e-03 
99  4.947678e-03 
100  4.855281e-03 
