0  0.000000e+00 
1  3.494013e-03 
2  3.492730e-03 
3  3.492907e-03 
4  3.493993e-03 
5  3.494060e-03 
6  3.494267e-03 
7  3.493683e-03 
8  3.494020e-03 
9  3.493374e-03 
10  3.493646e-03 
11  3.494041e-03 
12  3.494222e-03 
13  3.493161e-03 
14  3.493040e-03 
15  3.493341e-03 
16  3.494154e-03 
17  3.493685e-03 
18  3.493642e-03 
19  3.494026e-03 
20  3.494025e-03 
21  3.494581e-03 
22  3.494325e-03 
23  3.494453e-03 
24  3.493430e-03 
25  3.494368e-03 
26  3.492235e-03 
27  3.494283e-03 
28  3.494581e-03 
29  3.493472e-03 
30  3.493984e-03 
31  3.493984e-03 
32  3.494538e-03 
33  3.493174e-03 
34  3.493302e-03 
35  3.493686e-03 
36  3.493259e-03 
37  3.494027e-03 
38  3.494155e-03 
39  3.493600e-03 
40  3.494325e-03 
41  3.493728e-03 
42  3.494112e-03 
43  3.494539e-03 
44  3.493515e-03 
45  3.493728e-03 
46  3.494325e-03 
47  3.493899e-03 
48  3.492022e-03 
49  3.493728e-03 
50  3.493259e-03 
51  3.493387e-03 
52  3.493984e-03 
53  3.492235e-03 
54  3.494240e-03 
55  3.494197e-03 
56  3.493686e-03 
57  3.493984e-03 
58  3.493643e-03 
59  3.493558e-03 
60  3.492875e-03 
61  3.493984e-03 
62  3.494069e-03 
63  3.494069e-03 
64  3.493515e-03 
65  3.493600e-03 
66  3.493515e-03 
67  3.493600e-03 
68  3.494880e-03 
69  3.494453e-03 
70  3.494283e-03 
71  3.494539e-03 
72  3.493558e-03 
73  3.493899e-03 
74  3.494155e-03 
75  3.494112e-03 
76  3.493259e-03 
77  3.493558e-03 
78  3.494325e-03 
79  3.495860e-03 
80  3.493984e-03 
81  3.493344e-03 
82  3.494325e-03 
83  3.494666e-03 
84  3.493686e-03 
85  3.493771e-03 
86  3.493643e-03 
87  3.494624e-03 
88  3.493344e-03 
89  3.495349e-03 
90  3.493174e-03 
91  3.494922e-03 
92  3.493515e-03 
93  3.493771e-03 
94  3.494069e-03 
95  3.494155e-03 
96  3.493942e-03 
97  3.493814e-03 
98  3.492875e-03 
99  3.493216e-03 
100  3.492448e-03 
