0  4.946532e-03  4.941094e-03
1  4.940720e-03  4.945100e-03
2  4.945131e-03  4.941691e-03
3  4.941519e-03  4.944171e-03
4  4.943912e-03  4.941802e-03
5  4.942502e-03  4.944179e-03
6  4.944507e-03  4.943156e-03
7  4.940898e-03  4.942160e-03
8  4.941647e-03  4.940719e-03
9  4.942761e-03  4.943449e-03
10  4.943180e-03  4.942574e-03
11  4.941893e-03  4.942402e-03
12  4.944056e-03  4.943645e-03
13  4.940546e-03  4.940867e-03
14  4.943377e-03  4.943102e-03
15  4.942268e-03  4.942515e-03
16  4.942213e-03  4.942071e-03
17  4.943264e-03  4.943446e-03
18  4.942011e-03  4.941824e-03
19  4.941802e-03  4.942035e-03
20  4.944039e-03  4.943888e-03
21  4.942326e-03  4.942473e-03
22  4.942548e-03  4.942458e-03
23  4.944186e-03  4.944231e-03
24  4.943085e-03  4.943124e-03
25  4.942872e-03  4.942843e-03
26  4.944330e-03  4.944305e-03
27  4.943687e-03  4.943736e-03
28  4.942995e-03  4.942986e-03
29  4.942641e-03  4.942646e-03
30  4.942154e-03  4.942141e-03
31  4.943077e-03  4.943133e-03
32  4.942184e-03  4.942089e-03
33  4.941779e-03  4.941790e-03
34  4.944018e-03  4.943913e-03
35  4.942812e-03  4.942952e-03
36  4.943115e-03  4.942883e-03
37  4.943613e-03  4.943845e-03
38  4.943458e-03  4.943225e-03
39  4.943491e-03  4.943727e-03
40  4.942926e-03  4.942820e-03
41  4.943081e-03  4.943145e-03
42  4.942057e-03  4.941988e-03
43  4.942741e-03  4.942763e-03
44  4.941783e-03  4.941780e-03
45  4.942497e-03  4.942538e-03
46  4.942107e-03  4.942201e-03
47  4.942128e-03  4.941929e-03
48  4.941513e-03  4.941562e-03
49  4.944547e-03  4.944541e-03
50  4.943124e-03  4.943121e-03
51  4.943012e-03  4.942984e-03
52  4.943236e-03  4.943480e-03
53  4.943513e-03  4.943222e-03
54  4.941890e-03  4.942189e-03
55  4.943858e-03  4.943554e-03
56  4.941652e-03  4.941915e-03
57  4.942600e-03  4.942426e-03
58  4.941945e-03  4.942085e-03
59  4.941334e-03  4.941273e-03
60  4.942353e-03  4.942417e-03
61  4.942502e-03  4.942513e-03
62  4.942500e-03  4.942514e-03
63  4.943072e-03  4.943143e-03
64  4.944267e-03  4.944137e-03
65  4.942178e-03  4.942378e-03
66  4.943202e-03  4.943021e-03
67  4.942839e-03  4.942952e-03
68  4.944600e-03  4.944544e-03
69  4.942157e-03  4.942172e-03
70  4.942790e-03  4.942687e-03
71  4.943906e-03  4.944051e-03
72  4.944243e-03  4.944159e-03
73  4.941851e-03  4.941990e-03
74  4.942849e-03  4.942640e-03
75  4.942567e-03  4.942712e-03
76  4.942936e-03  4.942851e-03
77  4.942367e-03  4.942454e-03
78  4.943609e-03  4.943586e-03
79  4.943720e-03  4.943717e-03
80  4.942793e-03  4.942716e-03
81  4.942911e-03  4.943079e-03
82  4.943270e-03  4.943199e-03
83  4.943090e-03  4.943129e-03
84  4.941786e-03  4.941793e-03
85  4.942141e-03  4.942177e-03
86  4.943512e-03  4.943452e-03
87  4.942866e-03  4.942875e-03
88  4.943891e-03  4.943807e-03
89  4.943093e-03  4.943165e-03
90  4.943734e-03  4.943682e-03
91  4.941732e-03  4.941864e-03
92  4.942456e-03  4.942325e-03
93  4.944367e-03  4.944517e-03
94  4.942665e-03  4.942622e-03
95  4.942982e-03  4.943006e-03
96  4.943623e-03  4.943563e-03
97  4.942981e-03  4.943040e-03
98  4.942778e-03  4.942746e-03
99  4.943108e-03  4.943125e-03
