0  0.000000e+00 
1  4.939137e-03 
2  4.940737e-03 
3  4.941047e-03 
4  4.940144e-03 
5  4.941880e-03 
6  4.940304e-03 
7  4.941697e-03 
8  4.940170e-03 
9  4.940734e-03 
10  4.940940e-03 
11  4.941698e-03 
12  4.942019e-03 
13  4.941417e-03 
14  4.941030e-03 
15  4.940984e-03 
16  4.941836e-03 
17  4.941732e-03 
18  4.941794e-03 
19  4.940860e-03 
20  4.941499e-03 
21  4.940809e-03 
22  4.941553e-03 
23  4.941074e-03 
24  4.940865e-03 
25  4.940016e-03 
26  4.941612e-03 
27  4.941752e-03 
28  4.941071e-03 
29  4.939891e-03 
30  4.940494e-03 
31  4.941581e-03 
32  4.940624e-03 
33  4.940514e-03 
34  4.939429e-03 
35  4.942836e-03 
36  4.940081e-03 
37  4.941431e-03 
38  4.941571e-03 
39  4.939767e-03 
40  4.942426e-03 
41  4.940972e-03 
42  4.940511e-03 
43  4.939893e-03 
44  4.942691e-03 
45  4.941475e-03 
46  4.939508e-03 
47  4.940113e-03 
48  4.940961e-03 
49  4.940599e-03 
50  4.940248e-03 
51  4.939286e-03 
52  4.942299e-03 
53  4.941602e-03 
54  4.942321e-03 
55  4.942209e-03 
56  4.940903e-03 
57  4.941042e-03 
58  4.941531e-03 
59  4.941292e-03 
60  4.941669e-03 
61  4.942156e-03 
62  4.940122e-03 
63  4.941098e-03 
64  4.941479e-03 
65  4.940903e-03 
66  4.939839e-03 
67  4.941903e-03 
68  4.941776e-03 
69  4.940943e-03 
70  4.940937e-03 
71  4.941056e-03 
72  4.940819e-03 
73  4.942153e-03 
74  4.941911e-03 
75  4.940954e-03 
76  4.941684e-03 
77  4.941577e-03 
78  4.940009e-03 
79  4.941232e-03 
80  4.942215e-03 
81  4.941013e-03 
82  4.940653e-03 
83  4.939074e-03 
84  4.941489e-03 
85  4.941853e-03 
86  4.941016e-03 
87  4.939562e-03 
88  4.940772e-03 
89  4.941851e-03 
90  4.941493e-03 
91  4.941863e-03 
92  4.940171e-03 
93  4.941505e-03 
94  4.942234e-03 
95  4.940677e-03 
96  4.941282e-03 
97  4.940679e-03 
98  4.940555e-03 
99  4.940432e-03 
100  4.939830e-03 
