0  0.000000e+00 
1  3.736958e-03 
2  3.498498e-03 
3  3.536277e-03 
4  3.503140e-03 
5  3.492250e-03 
6  3.517021e-03 
7  3.468743e-03 
8  3.500082e-03 
9  3.511150e-03 
10  3.485536e-03 
11  3.558260e-03 
12  3.492579e-03 
13  3.531373e-03 
14  3.496235e-03 
15  3.523792e-03 
16  3.474569e-03 
17  3.450598e-03 
18  3.512020e-03 
19  3.528487e-03 
20  3.531273e-03 
21  3.457931e-03 
22  3.539702e-03 
23  3.533129e-03 
24  3.455733e-03 
25  3.478768e-03 
26  3.527853e-03 
27  3.440261e-03 
28  3.510535e-03 
29  3.434322e-03 
30  3.486855e-03 
31  3.543657e-03 
32  3.530851e-03 
33  3.489375e-03 
34  3.557926e-03 
35  3.416530e-03 
36  3.563199e-03 
37  3.585045e-03 
38  3.545045e-03 
39  3.448351e-03 
40  3.483947e-03 
41  3.477954e-03 
42  3.524092e-03 
43  3.516642e-03 
44  3.536375e-03 
45  3.467442e-03 
46  3.480481e-03 
47  3.459999e-03 
48  3.537386e-03 
49  3.474911e-03 
50  3.554783e-03 
51  3.552896e-03 
52  3.521046e-03 
53  3.523542e-03 
54  3.495306e-03 
55  3.489674e-03 
56  3.548196e-03 
57  3.474311e-03 
58  3.543952e-03 
59  3.510068e-03 
60  3.541849e-03 
61  3.503907e-03 
62  3.493899e-03 
63  3.559056e-03 
64  3.482322e-03 
65  3.446320e-03 
66  3.496329e-03 
67  3.505990e-03 
68  3.462496e-03 
69  3.540839e-03 
70  3.529542e-03 
71  3.504375e-03 
72  3.455215e-03 
73  3.510535e-03 
74  3.537597e-03 
75  3.561567e-03 
76  3.509304e-03 
77  3.559224e-03 
78  3.484033e-03 
79  3.543279e-03 
80  3.504545e-03 
81  3.491126e-03 
82  3.466281e-03 
83  3.509474e-03 
84  3.538229e-03 
85  3.514608e-03 
86  3.529669e-03 
87  3.540628e-03 
88  3.508412e-03 
89  3.536839e-03 
90  3.491510e-03 
91  3.436100e-03 
92  3.465507e-03 
93  3.519226e-03 
94  3.543741e-03 
95  3.543699e-03 
96  3.496116e-03 
97  3.554657e-03 
98  3.474568e-03 
99  3.544540e-03 
100  3.538860e-03 
