0  4.840082e-03  2.477275e-04 
1  9.671684e-05  4.786134e-03 
2  4.739238e-03  1.435742e-04 
3  1.895309e-04  4.693282e-03 
4  4.648244e-03  2.345684e-04 
5  2.787051e-04  4.604107e-03 
6  4.560853e-03  3.219591e-04 
7  3.643481e-04  4.518464e-03 
8  4.476923e-03  4.058893e-04 
9  4.465996e-04  4.436213e-03 
10  4.396317e-03  4.864957e-04 
11  5.255939e-04  4.357219e-03 
12  4.318902e-03  5.639102e-04 
13  6.014601e-04  4.281352e-03 
14  4.244553e-03  6.382590e-04 
15  6.743220e-04  4.208491e-03 
16  4.173149e-03  7.096637e-04 
17  7.442985e-04  4.138514e-03 
18  4.104572e-03  7.782407e-04 
19  8.115040e-04  4.071309e-03 
20  4.038710e-03  8.441020e-04 
21  8.760481e-04  4.006764e-03 
22  3.975457e-03  9.073553e-04 
23  9.380363e-04  3.944776e-03 
24  3.914709e-03  9.681037e-04 
25  9.975697e-04  3.885243e-03 
26  3.856366e-03  1.026446e-03 
27  1.054746e-03  3.828067e-03 
28  3.800334e-03  1.082479e-03 
29  1.109657e-03  3.773155e-03 
30  3.746520e-03  1.136292e-03 
31  1.162395e-03  3.720418e-03 
32  3.694838e-03  1.187975e-03 
33  1.213044e-03  3.669769e-03 
34  3.645202e-03  1.237611e-03 
35  1.261687e-03  3.621126e-03 
36  3.597531e-03  1.285281e-03 
37  1.308404e-03  3.574409e-03 
38  3.551749e-03  1.331064e-03 
39  1.353270e-03  3.529542e-03 
40  3.507779e-03  1.375033e-03 
41  1.396361e-03  3.486452e-03 
42  3.465551e-03  1.417262e-03 
43  1.437744e-03  3.445068e-03 
44  3.424995e-03  1.457818e-03 
45  1.477489e-03  3.405323e-03 
46  3.386045e-03  1.496768e-03 
47  1.515661e-03  3.367152e-03 
48  3.348637e-03  1.534176e-03 
49  1.552320e-03  3.330492e-03 
50  3.312711e-03  1.570102e-03 
51  1.587528e-03  3.295285e-03 
52  3.278207e-03  1.604605e-03 
53  1.621342e-03  3.261471e-03 
54  3.245070e-03  1.637743e-03 
55  1.653816e-03  3.228996e-03 
56  3.213245e-03  1.669568e-03 
57  1.685005e-03  3.197808e-03 
58  3.182680e-03  1.700133e-03 
59  1.714958e-03  3.167854e-03 
60  3.153325e-03  1.729487e-03 
61  1.743725e-03  3.139087e-03 
62  3.125133e-03  1.757679e-03 
63  1.771354e-03  3.111459e-03 
64  3.098058e-03  1.784755e-03 
65  1.797888e-03  3.084925e-03 
66  3.072054e-03  1.810758e-03 
67  1.823371e-03  3.059441e-03 
68  3.047081e-03  1.835732e-03 
69  1.847845e-03  3.034967e-03 
70  3.023096e-03  1.859716e-03 
71  1.871350e-03  3.011462e-03 
72  3.000061e-03  1.882751e-03 
73  1.893924e-03  2.988888e-03 
74  2.977938e-03  1.904874e-03 
75  1.915605e-03  2.967208e-03 
76  2.956692e-03  1.926121e-03 
77  1.936427e-03  2.946386e-03 
78  2.936286e-03  1.946526e-03 
79  1.956424e-03  2.926389e-03 
80  2.916689e-03  1.966123e-03 
81  1.975629e-03  2.907183e-03 
82  2.897868e-03  1.984945e-03 
83  1.994074e-03  2.888739e-03 
84  2.879792e-03  2.003020e-03 
85  2.011788e-03  2.871024e-03 
86  2.862432e-03  2.020381e-03 
87  2.028801e-03  2.854011e-03 
88  2.845759e-03  2.037053e-03 
89  2.045140e-03  2.837672e-03 
90  2.829747e-03  2.053066e-03 
91  2.060832e-03  2.821980e-03 
92  2.814369e-03  2.068444e-03 
93  2.075903e-03  2.806909e-03 
94  2.799599e-03  2.083213e-03 
95  2.090377e-03  2.792436e-03 
96  2.785415e-03  2.097398e-03 
97  2.104278e-03  2.778535e-03 
98  2.771792e-03  2.111020e-03 
99  2.117628e-03  2.765184e-03 
